,cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed
0,UgwQh6MDOkEdTzvzBwB4AaABAg,Dengan terbangunnya IKN do'aku selalu semoga INDONESIA menjadi negara maju dan sejahtera aamiin. Selamat HUT yg ke 79 NKRI semoga damai selalu,11 jam yang lalu,@user-pp2uy1tb7m,UCR2THQxMvhaJ-Phzwx63Yeg,38,,https://yt3.ggpht.com/JS9G9JL0MQc78Iik-pHHLJ5CvrT85UAh_2RwxEjZ3foc8h-vFnnEVQsfKTLXORiVo4M9VJLqTsk=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.363286
1,Ugwp0wYpLHw-Lijz_Ht4AaABAg,Puji Tuhan sangat terharu😢😢atas penyertaan Tuhan hingga proklamasi kemerdekaan indonesia ke  79 Th boleh dilaksanakan di Ibu kota Nusantara..Gbu,11 jam yang lalu,@GKIIkiyaq,UCGfNwKjNg6LyAO-iqRK5vvQ,24,,https://yt3.ggpht.com/ytc/AIdro_nCbkqR5L8XBTe4XCJ_CGAF_BMQnod_Ph10C0HnAs_dPjEFlD7f9eQZxca1IKA1n77VZw=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.369524
2,Ugz9XfxYiBPXpIwFy0Z4AaABAg,"Jayalah Negeriku, dengan perpindahan ibukota baru kembali keasal kerajaan Nusantara pertama.
Semoga kita bisa menjadi macan asia kembali.",12 jam yang lalu,@KeluargaAbiWijaya,UCxRJ79HWGINjLSkijeDDGpw,47,,https://yt3.ggpht.com/d_Hif-HFuNq0feOEzbw7JeSNu5kJRN_lEkkrusGZmKfuSFbZPvbYNAYcqMnqa3eAUloo73CV=s88-c-k-c0x00ffffff-no-rj,False,False,1723868087.372522
3,Ugwcmp120odT8k3P8s94AaABAg,Terimakasih kepada putra dan putri terbaik bangsa indonesia yg telah membangun Ibu Kota Nusantara Dirgahayu Republik Indonesia ke 79...Indonesia Jaya,11 jam yang lalu,@banang443,UCsjxkagtMfLRj1_P5dgMP1Q,42,9,https://yt3.ggpht.com/qNe-ygS3X_dVnOPQF4VfMaEIDNuMMk2jo9c3yKN4YGIH6UhD3E5rCxXaeK-k5yLbvzwQtFF7OyI=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.37752
4,UgxNyas7ra6SJUDb3hB4AaABAg,"Subhanallah aku seneng liat pak Prabowo ada di sana , meskipun 3x kalah melawan pak Jokowi tp beliau tidak nganggap musuh , gak kayak si itu tu ... Tp Alhamdulillah skrg pak Prabowo terpilih sebagai presiden .",12 jam yang lalu,@YusjiPranata-rk9xq,UCgfi46xErQHKlQHXC8Q65Dg,76,10,https://yt3.ggpht.com/_deR9n5ugtkSxeNGnpqllckZTDGZMLNex2I-i7KBKgviL5yx0B6Rv9DgYHIXXZMH89za0y-G=s88-c-k-c0x00ffffff-no-rj,False,False,1723868087.380539
5,UgygXZY5tTvGxNuBnH54AaABAg,"Sejarah telah mencatat terimakasi pak jokowi. Indonesia damai, indonesia makmur, indonesia sejahterah,indonesia di cintai dunia, indonesia bersih dari korupsi amin.🇲🇨🇲🇨🇲🇨 ❤❤❤ 🤲🤲🤲",11 jam yang lalu,@KAPUT702,UCD-XaPykNkS5cxd02mrDo4A,34,,https://yt3.ggpht.com/besXUb9qEuYkv8bA01gvdLyGVuXQLL3LyJMBhfeCbfjGMbThGar17LJtXfnvMl3T_oNqGFjT9is=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.384515
6,Ugy23zRYAj3T1iWDC0N4AaABAg,"Saya sebagai rakyat kecil,,, sangat bangga dan yerharu sekali, upacara 17 Agustus 2024 yg je 79 di IKN, terlaksana dengan baik dan tidak ada rintangan sesuatu apapun",11 jam yang lalu,@adedirin0153,UC9ag7TSCtenMeJYJl3Nyzkw,15,1,https://yt3.ggpht.com/ytc/AIdro_kntK6VYE99nmjovehtKuEs_fyYg4hpX8zG3pn2sIc=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.388515
7,UgzgTscSq630AfFUVhZ4AaABAg,kami warga kabupaten Berau sangat mengapresiasi kerja keras presiden RI dan semua anggota DPR RI hingga terwujud nya pembangunan IKN smg indonesia tambah jaya gemah ripah loh jinawe rakyat nya....Aamiin,10 jam yang lalu,@suharnoberau9635,UCDQ1_DbvifNSNOrfNH6FlsA,6,,https://yt3.ggpht.com/ytc/AIdro_lLO0ImhxgasK6glJKi7avEARw5exGe1y13Xjz1SeI=s88-c-k-c0x00ffffff-no-rj,False,False,1723875287.391693
8,Ugx6O9Aj7KJS7xlsvWF4AaABAg,"Proses membangun di daerah baru serta proses membuang sampah sampah politiik ibu kota, memang butuh hinaan dulu. Keren presiden ku, strategi jangka panjang yang org awam tak akan paham ❤",11 jam yang lalu,@vieshared5538,UCvveHCqey8ZRHmBmB3re1xA,42,2,https://yt3.ggpht.com/ytc/AIdro_lohaCawix0xlhxErYegqMMf3ObDt-uufqHbadP42l86lQ=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.391693
9,Ugx1jm33yfsFj-6Uzi14AaABAg,Saya bangga menjadi bagian NKRI kebahagiaan tak terukur sujud syukur kehadirat Allah swt... Atas semua jasa² para pahlawan yang gugur membela kemerdekaan RI ....,11 jam yang lalu,@suebmulyanto6869,UCoB05dOlzSlmZibKjW1EWQA,14,,https://yt3.ggpht.com/q56YPRMrpexFmO2lrrL2vqv5ooYt2225-mzArhS_QotalDgQSO9rcMK1RyC-h3UwgJvExj_PVQ=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.391693
10,UgxWTQWRjlxX2vgX7V54AaABAg,"SAYA TERINGET WAJAH PLOKLAMATOR  SUKARNO. GIMANA BAHAGIA NYA SETELAH DIA BISA MENAIKAN BENDERA MERAH PUTIH INI, SEMOGA DIA DI TEMPAT KAN DI SURGA AMIN.",11 jam yang lalu,@MoiMoi-kg1bh,UCHDMcg8fQ1Hncy2ifSLQDng,25,4,https://yt3.ggpht.com/ytc/AIdro_k6E7UTsF655DeERRis1BYvl8uSsF973x_Fdovm3dYObcg6BnyGOi5TiYl_QS1VWQCHTQ=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.391693
11,UgzA_4V1_xyiaQi3wEp4AaABAg,Alhamdulillah...sukses pasukan paskibra pertama diIKN semoga membawa kesuksesan dimasa depan.❤❤,11 jam yang lalu,@radityagembel2371,UCdH4oact3GuT1kZH1Bmqk-Q,18,,https://yt3.ggpht.com/FyR9urgr3bllE1yudsoSZFbMm2UBkchV49okJ6v7nFIfC9yGosaJqsmiKN_y6sRQpJgPCJ03ng=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.410843
12,Ugw8ZymTwfQpfH7aKWt4AaABAg,Sejarah akan mencatat karya anak bangsa IKN di masa kepemimpinan Pak Jokowi❤❤❤❤,11 jam yang lalu,@putri.indahsaribrhutajulu1890,UCEBb8V5Kfj2ouVfnXbHfA1Q,23,,https://yt3.ggpht.com/pL-qbXKwqskmXLHHbsgMnplvazFde-X8yAvKX7ROHA8A7ScNg4RKWjyeHpqMZ-H1nY7mbEAnVY8=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.413963
13,Ugxki84nAfEEA07SUht4AaABAg,Baik banget Jokowi sudah susah payah membangun IKN untuk Presiden idolaku Prabowo 😛,12 jam yang lalu,@ferdiagung8506,UCWRTX4Ze-O-0KR-aUjPOkuA,15,,https://yt3.ggpht.com/ytc/AIdro_mTfD4vqw2ZDTNbGyazx3qAscW9CFgXjoejmmJzd-Uwcw=s88-c-k-c0x00ffffff-no-rj,False,False,1723868087.418068
14,Ugz3-1Rzkp2o29lZGkZ4AaABAg,"❤ Indonesia ke. 79 Tahun, Merdeka - Merdeka, senang pertama kali Upacara bendera di IKN Nusantara, bangga, salam dari Kab. Kutai Barat, Kalimantan Timur",11 jam yang lalu,@OppoA78-gi8yx,UClsPw3q18SQi9jubRlQRbgA,10,,https://yt3.ggpht.com/hKqWUubJa3lkdKFDfI5dZr1AuC4Yi_N5bMCCSmnmOi4vDBsKCum1Pt7lJqaF9QcmaxH9AYtK=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.422082
15,Ugwzhc3weizbOaI88Dp4AaABAg,Satu pulau dua ibukota negara istimewa Borneo/Kalimantan..Nusantara baru jayalah NKRI,11 jam yang lalu,@ahmadaksin,UC0kh1gfewKkEVvstyaANAMw,11,,https://yt3.ggpht.com/4sMTe3Xp5fUGBdW9_KlzPfgK0XvSewTpXISxETwB_ahPPOZ8zl9LnkOsAmvwBzkA7Rr6rcjLoA=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.426085
16,Ugz7eoNmZJkV6CBCGzp4AaABAg,"Dirgahayu ke-79 Thn, Negara Kesatuan Republik Indonesia. Indonesia Baru, Indonesia Maju. Merdeka 🙋🌹🇮🇩😇",11 jam yang lalu,@LydiaEstherAssa,UC5UsoqVAuEaADkrgDb1wT7w,7,,https://yt3.ggpht.com/ytc/AIdro_lDxJM6E-idm3SnDrGSZhhFBZ86cYvNwm709qLUMNfuJ88H4QqPg4TZLcXzk54QlooBwg=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.430061
17,UgzehMqdk7qK-cqOxq14AaABAg,"Terima kasih para pejuang kemerdekaan ,,dgn air mata ,darah ,harta yg telah kalian korban kan ,,,Hinga indonesia merdeka 🇮🇩🇮🇩🇮🇩🇮🇩",11 jam yang lalu,@aldialcaniago4821,UCPYHoCzbylamkJE3ogGOi2w,7,,https://yt3.ggpht.com/ytc/AIdro_nzf_38osY0eh7aPQbfKu6wRof-DTAs7pSaNm9ZMqGPUJFfWyS5SFzzSHFBOz2qGsV8gw=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.434059
18,Ugw8NwhhnjIc1tUd4gx4AaABAg,Gilak bener2 gilak upacara taun ini. Kereenn semuanya.. IKN sungguh indaahhh pooolll..,11 jam yang lalu,@toyasendangsadu1725,UChDm8cDRkk25WJ8iyhxAz_Q,9,,https://yt3.ggpht.com/ytc/AIdro_nxsPH_ux6kI1K9_M1PflckVyBZUYXSgQxHFr7GMiKsm-0=s88-c-k-c0x00ffffff-no-rj,False,False,1723871687.438057
19,UgzqAonBbGmQO-DVNKR4AaABAg,Jayalah Indonesia ku!!...NKRI Harga mati..!!!,12 jam yang lalu,@kqmanajemen2092,UC8ZFSkq89sm9fEw-s1XV7WQ,14,,https://yt3.ggpht.com/J1hg2rU7zmg87vKuRgdE6S3ivKOI8z5ixblyN4tPbHZl1JhVN48LFES6Z0BThMyoCaYnFeSeiw=s88-c-k-c0x00ffffff-no-rj,False,False,1723868087.442348
20,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E59-jJTe6,0:52 0:5 1:02 1:03 1 1: 1:23  :04 3 0:54 1:00,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.637816
21,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E5hqneAgl,4:59 5:04 5:04,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.641063
22,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E5lxlIko6,5:33,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.644163
23,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E68Lf_Hme,8:25 8:27 8:12 8:18 8:19 8:20,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.648147
24,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E6EF02C0V,8 9:15 :41 9: 9:16 05,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.652158
25,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E6I63wvbe,9:44,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.656156
26,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E6LVELER9,10:11 10:15,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.659154
27,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E6PxcLC6F,1 10 10:35 :35 0:2 10:27 10:26 1,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.662134
28,Ugwcmp120odT8k3P8s94AaABAg.A7DzKo5liHsA7E6YPMXPpP,11: 11:58 11:59 56  11:58,10 jam yang lalu,@SYAFRANIHERUSYAFII,UCdVJs1h0WYGbBFSpINu_NIA,0,,https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.666363
29,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7E4rP96z_9,gak kayak anies ya nangis dia,10 jam yang lalu,@cintaku-bw2tf,UCN4mVOhGRUqhUVDFlFWfQ1A,0,,https://yt3.ggpht.com/ytc/AIdro_kb9hMLK7jkWDHYgZaYIneXObWovgpOy4ZuSZj-ZLoPlpbT0cYsVrN7JGCOxCPlBKrwrw=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.887849
30,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7E5fRuxofS,​ @cintaku-bw2tf udah nangis ngeyel pula 😂😂😂,10 jam yang lalu,@user-barata,UCDRYIMx6t0ZkqK9Thbi7TSw,1,,https://yt3.ggpht.com/r9sxCOyvQewrj6xlFz4LDtY0q_PE4ERFS-AA_Kv-eso7KHQvqBeUPGdMyJrGrcg7AGOWaHoASQ=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.891719
31,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7E5nA60vbJ,"Semoga pak Prabowo sehat selalu dlm lindungan Allah dan tidak digunakan untuk kepentingan licik orang lain, aamiin",10 jam yang lalu,@bandung52,UCwndcaGrEXS76oBZM9YWDYQ,2,,https://yt3.ggpht.com/ytc/AIdro_lSrF5GrZgpWEb-PQH0nOeOiDBVPHYeg7AvysyncFk=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.891719
32,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7E7DhXIeqU, @cintaku-bw2tf  ogah banget gua kalo si dia jadi presiden terlalu lebay,10 jam yang lalu,@YusjiPranata-rk9xq,UCgfi46xErQHKlQHXC8Q65Dg,2,,https://yt3.ggpht.com/_deR9n5ugtkSxeNGnpqllckZTDGZMLNex2I-i7KBKgviL5yx0B6Rv9DgYHIXXZMH89za0y-G=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.891719
33,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7E7O3_9h1E," @user-barata  iya tu bener banget , gak mau Nerima kenyataan , dia pikir indonesia gak luas apa . Menang di 1 daerah belom tentu di daerah lain nya menang , bukan kah begitu .... Parah banget EMG si itu tu ....",10 jam yang lalu (diedit),@YusjiPranata-rk9xq,UCgfi46xErQHKlQHXC8Q65Dg,2,,https://yt3.ggpht.com/_deR9n5ugtkSxeNGnpqllckZTDGZMLNex2I-i7KBKgviL5yx0B6Rv9DgYHIXXZMH89za0y-G=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.891719
34,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7EAuDwwJ4f,Selamat ulang tahun negara ku semoga makin maju,10 jam yang lalu,@titoyusup,UCjCZgMAJkwBnO5OR3gsVCFw,0,,https://yt3.ggpht.com/e-GIgcJyDDf1mNo0uMUkuz6RWSsGvtB0-I-O-egcv1Jf3UXMwaVwMiUsolwHFxQnJpEq7Sm3sWY=s88-c-k-c0x00ffffff-no-rj,False,True,1723875287.891719
35,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7EG555Gi0K,"Itulah jiwa kesatria bangsa Indonesia sejati !!satu nusa ,satu bangsa,satu bahasa   Indonesia ❤❤❤❤❤,,,tak seperti etnis Yaman,da numpang hidup ingin berkuasa ,ingin rubah ideologi jadi kilaper 😂 P Prabowo satria pribumi sejati 🙏👍👍💪❤🇮🇩",9 jam yang lalu,@mbahsoewidi7386,UCEp_fMHiY37YgpczPdxQ1Cw,0,,https://yt3.ggpht.com/ytc/AIdro_kexSU46w6cYLAw7n2skj-kjy6uv4tRLz7Q3K1rsh5kWb6z0DWyfRdUElppkPxsBgt36Q=s88-c-k-c0x00ffffff-no-rj,False,True,1723878887.909849
36,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7EH9uGjIot,alhamdulillah ❤pak prabowo  menjadi presiden 😊,9 jam yang lalu,@titinsuhartini809,UCsJ6UJxIXsk9SrKZPq3EY8A,0,,https://yt3.ggpht.com/ytc/AIdro_lUlbAFMxY5Y8Wnv73OLbSrxPXPA1RMCjU2KlFyji8=s88-c-k-c0x00ffffff-no-rj,False,True,1723878887.912847
37,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7ER6ZO14Nt,Kemenangan pak Prabowo kali ini pun banyak campur tangan pak Jokowi  . Karena pak Jokowi lah saya dan keluarga pilih Prabowo,7 jam yang lalu,@jaka702,UCK4GJYaS9tEf51CnU9cEFDw,0,,https://yt3.ggpht.com/ST00O7VBvOZyXx3w2v_7fxBu2vqEd1sfDiCuCW0QCwu3qWirPVdBvqD_TEBEMKW7gn_1RSQhJB0=s88-c-k-c0x00ffffff-no-rj,False,True,1723886087.915949
38,UgxNyas7ra6SJUDb3hB4AaABAg.A7DyBZEPyQRA7E_WK6FgpE,​ @user-barata ngakak jadinya hahaha !!! 😅😅😅,6 jam yang lalu,@darmanbae2137,UC8cqHQORN-HupLCy8SF9l4Q,0,,https://yt3.ggpht.com/ytc/AIdro_mXxWxerhpY-fRczSkHzoFfYdz4AQgye0cjOw2IHdT9Edhi=s88-c-k-c0x00ffffff-no-rj,False,True,1723889688.177155
39,Ugy23zRYAj3T1iWDC0N4AaABAg.A7E1l7emvEbA7E88C0KEFe,Aku juga yerharu 😢,10 jam yang lalu,@faisalanam7223,UCf2QBmmpGrewi-adi96bLCg,1,,https://yt3.ggpht.com/ytc/AIdro_lMdzd1bM9v8L_bpIr7q1b7e5Gx5ogWWftzdJZqSWc=s88-c-k-c0x00ffffff-no-rj,False,True,1723875288.376668
40,Ugx6O9Aj7KJS7xlsvWF4AaABAg.A7DzBjuerZSA7EBDCkClCW,"Nanti juga sampah""politiknya ikut bos,karna itu sarang mereka yng sdah di daur ulang😂😂😂",10 jam yang lalu,@RiswanPng,UCaH-IthOg1HPbimD8L9IGZQ,0,,https://yt3.ggpht.com/ytc/AIdro_lAyCmPuPTcTtYpOA4QnUiNiel5MSi2UOypDgNoiTtaAGtGVrLt1wtS6foazk69LW0x-w=s88-c-k-c0x00ffffff-no-rj,False,True,1723875288.558913
41,Ugx6O9Aj7KJS7xlsvWF4AaABAg.A7DzBjuerZSA7EGQ_78Mhn,"Betul sekali suatu saat orang baru akan sadar kenapa ibu kota harus dipindah,hanya orang yg bisa berfikir jernih dan cerdas yg paham hal ini,jaya lah indonesia jayalah nusantara....!!!!",9 jam yang lalu,@SujakPbg,UCSimqAtnha_wQguBwBEOrLw,2,,https://yt3.ggpht.com/ytc/AIdro_nuNlfceTDiBSTQUhxQ56YDJFbBu1DjRfTpJMFP6ck9D0x3tsglom8eMUA2blBLpRVU8w=s88-c-k-c0x00ffffff-no-rj,False,True,1723878888.56291
42,UgxWTQWRjlxX2vgX7V54AaABAg.A7E-prTM4GQA7E4MXQ7xZ9,Iya dia masuk surga yg namanya jahannam,11 jam yang lalu,@user-vk5vt7yw3s,UCvGkrpS_JzGacP41yHb7pZw,2,,https://yt3.ggpht.com/ytc/AIdro_mA2AVFV-qavNRylO-8a4Gy-Z6PmCR1F_ZClH9D2RWiGO4aLpoBwvnFubP3fe06ChSeLA=s88-c-k-c0x00ffffff-no-rj,False,True,1723871688.745932
43,UgxWTQWRjlxX2vgX7V54AaABAg.A7E-prTM4GQA7E51qUVrK_,​ @user-vk5vt7yw3s 😂kami paham betul pada pendukung imigran yang kalah kemaren 😂😂😂,10 jam yang lalu,@SemariBapak,UCbmDEWiDwJIITLlecblFE8g,4,,https://yt3.ggpht.com/ytc/AIdro_n-ipYGNyWfz12ONyTS5rSab8KjOyO2zchxWqeHFrPUeLIIa2HS4OmlreGaAFKDd_6j1g=s88-c-k-c0x00ffffff-no-rj,False,True,1723875288.74993
44,UgxWTQWRjlxX2vgX7V54AaABAg.A7E-prTM4GQA7E5qTULMV_,​ @user-vk5vt7yw3s itu surga yg di khususkan untuk lu tong...,10 jam yang lalu,@user-barata,UCDRYIMx6t0ZkqK9Thbi7TSw,3,,https://yt3.ggpht.com/r9sxCOyvQewrj6xlFz4LDtY0q_PE4ERFS-AA_Kv-eso7KHQvqBeUPGdMyJrGrcg7AGOWaHoASQ=s88-c-k-c0x00ffffff-no-rj,False,True,1723875288.752927
45,UgxWTQWRjlxX2vgX7V54AaABAg.A7E-prTM4GQA7EadQBKuif,"​​ @user-vk5vt7yw3s Hai tong ?? Kau anak kemaren tau apa ? Gak mau mengenal perjuangan bangsa kita melawan penjajah,kamu tinggal menikmati hidup aman merdeka,knapa tdk mensyukuri nikmat yg diberikan selama ini ? Salah satu cara mensyukuri nikmat merdeka adalah dgn mendoakan pemimpin kita,para pahlawan yg sdh tiada mendahului kita,knapa kau ingkari itu tdk mau mendoakan mereka ? Rupanya kau tdk layak hidup di negri ini.",6 jam yang lalu (diedit),@darmanbae2137,UC8cqHQORN-HupLCy8SF9l4Q,0,,https://yt3.ggpht.com/ytc/AIdro_mXxWxerhpY-fRczSkHzoFfYdz4AQgye0cjOw2IHdT9Edhi=s88-c-k-c0x00ffffff-no-rj,False,True,1723889688.756925
46,Ugy4jCUyXr6vqpGpHXJ4AaABAg,"Benar""bersejarah buat puta dan putri Kalimantan, Trima kasih BPK RI Joko Widodo",12 jam yang lalu,@LuluLuluaza,UCX_qCEIph5Adl0gHxw0nFog,21,2,https://yt3.ggpht.com/ytc/AIdro_n1hHNFfhXBR4BASbMAHa8CRJOT-_7vV_OG-i3RKWwWIZ-j-3B7Fl4iapOfpamSrb2qYA=s88-c-k-c0x00ffffff-no-rj,False,False,1723868089.040661
47,UgwlyEIDBseWhSSECNN4AaABAg,Keren bangsaku....love indonesia forever,12 jam yang lalu,@CokroWiroto99,UCyDI6LY11LWWYKxX4lIn93g,13,,https://yt3.ggpht.com/zQ4WxhbXg1oxOrR3ZtVoFJ9vhaXAbjkGKK4JQ635kOaDiiRfbm9kMHUZN_oCMx9285ybvfI-=s88-c-k-c0x00ffffff-no-rj,False,False,1723868089.043786
48,Ugz1KdA-iCYBf2wSWUV4AaABAg,Salut sm sang pengibar... Merinding sampai keluar air mata...,11 jam yang lalu,@sucikasfitasari8462,UCjIWo-ZtgQiYSNzMoRhRTcA,7,,https://yt3.ggpht.com/ytc/AIdro_nWO7J0LK_x8_C8yV20VIqvVxQ7KysZJE6_NHcDugQ=s88-c-k-c0x00ffffff-no-rj,False,False,1723871689.047783
49,Ugy6K81u93xGADQnpN14AaABAg,"Presiden jokowi manusia hebat negeri ini ,dia adalah WISANGGENI di cerita pewayangan . Terimakasih  TUHAN engkau ciptakan Presiden jokowi ,menjadikan negeri ini menjadi negara HEBAT.",9 jam yang lalu,@agusyahudi120,UC40LE4WbrwiAkD-VBVPSxyg,2,,https://yt3.ggpht.com/ytc/AIdro_l5LLkTg-D-orAjIv3QnONs9TM45y_AotBXm2mRPRn4eltxYktPs1EaE6EeEfGMXSfLHQ=s88-c-k-c0x00ffffff-no-rj,False,False,1723878889.050781
50,UgzB0jn5WwBn0w4rMbx4AaABAg,"Terima kasih para pahlawan bangsa,terima kasih kepada pamerintah indonesia terima kasih khusus nys kepada bpk presiden ri jokowidodo,terima kasih yg terlibat",11 jam yang lalu,@badrulbadrul3641,UCnJFQCR1sG8cy6jQauX2WYg,5,,https://yt3.ggpht.com/ytc/AIdro_khQkvY9nP5QwoAIV5P8JME7NfQssc5NAGZc4HaOjJiB0o=s88-c-k-c0x00ffffff-no-rj,False,False,1723871689.05378
51,UgweoZBtAI7TFbUYd9V4AaABAg,Orang2 yg tidak mendukung IKN mereka tidak mau melihat Indonesia sejahtera dan pembangunan bisa merata seluruh wilayah indonesia,11 jam yang lalu,@munazim476,UCoi3khY04twsn8TE5-ZVv_A,41,17,https://yt3.ggpht.com/ytc/AIdro_m5evfCF_YxC_lDCZai6PdDPi8RLB_PVhrL3a1ARTLFBM2x9-KClsWFWW2FfUzwIrVBkQ=s88-c-k-c0x00ffffff-no-rj,False,False,1723871689.057757
52,UgxBVoJHMgPc2nqG8Dd4AaABAg,Selalu sehat bp Jokowi dan bp Prabowo. Dirgahayu NKRI ku...teruslsh maju dan jaya.,11 jam yang lalu,@musmaga8412,UCl29_xSebCGXyR-rqw4vUzg,7,,https://yt3.ggpht.com/Pf8sU2uuCfcXrtts4cWIgv0EP20sjp_GDfaoGSpc6tSE1BPtjBwBwuRApk4qrX1ydWOvbOYhuwU=s88-c-k-c0x00ffffff-no-rj,False,False,1723871689.060757
